index,Region/Country/Area,Year,Series,Value,Footnotes,Source
226,Equatorial Guinea,2005,Employment by industry: Agriculture (%) Male and Female,57.18,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2005,Employment by industry: Industry (%) Male and Female,6.76,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2005,Employment by industry: Services (%) Male and Female,36.06,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2005,Employment by industry: Agriculture (%) Male,51.53,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2005,Employment by industry: Industry (%) Male,10.11,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2005,Employment by industry: Services (%) Male,38.36,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2005,Employment by industry: Agriculture (%) Female,65.01,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2005,Employment by industry: Industry (%) Female,2.11,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2005,Employment by industry: Services (%) Female,32.88,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2010,Employment by industry: Agriculture (%) Male and Female,54.92,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2010,Employment by industry: Industry (%) Male and Female,8.03,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2010,Employment by industry: Services (%) Male and Female,37.06,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2010,Employment by industry: Agriculture (%) Male,49.19,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2010,Employment by industry: Industry (%) Male,11.79,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2010,Employment by industry: Services (%) Male,39.02,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2010,Employment by industry: Agriculture (%) Female,63.28,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2010,Employment by industry: Industry (%) Female,2.54,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2010,Employment by industry: Services (%) Female,34.18,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2015,Employment by industry: Agriculture (%) Male and Female,56.91,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2015,Employment by industry: Industry (%) Male and Female,7.71,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2015,Employment by industry: Services (%) Male and Female,35.38,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2015,Employment by industry: Agriculture (%) Male,50.97,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2015,Employment by industry: Industry (%) Male,11.03,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2015,Employment by industry: Services (%) Male,38,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2015,Employment by industry: Agriculture (%) Female,66.01,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2015,Employment by industry: Industry (%) Female,2.62,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2015,Employment by industry: Services (%) Female,31.37,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2019,Employment by industry: Agriculture (%) Male and Female,60.79,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2019,Employment by industry: Industry (%) Male and Female,6.18,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2019,Employment by industry: Services (%) Male and Female,33.03,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2019,Employment by industry: Agriculture (%) Male,54.82,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2019,Employment by industry: Industry (%) Male,8.75,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2019,Employment by industry: Services (%) Male,36.43,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2019,Employment by industry: Agriculture (%) Female,70.07,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2019,Employment by industry: Industry (%) Female,2.19,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
226,Equatorial Guinea,2019,Employment by industry: Services (%) Female,27.74,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
232,Eritrea,2005,Employment by industry: Agriculture (%) Male and Female,83.71,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
232,Eritrea,2005,Employment by industry: Industry (%) Male and Female,7.64,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
232,Eritrea,2005,Employment by industry: Services (%) Male and Female,8.65,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
232,Eritrea,2005,Employment by industry: Agriculture (%) Male,78.52,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
232,Eritrea,2005,Employment by industry: Industry (%) Male,9.4,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
232,Eritrea,2005,Employment by industry: Services (%) Male,12.08,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
232,Eritrea,2005,Employment by industry: Agriculture (%) Female,89.64,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
232,Eritrea,2005,Employment by industry: Industry (%) Female,5.63,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
232,Eritrea,2005,Employment by industry: Services (%) Female,4.74,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
232,Eritrea,2010,Employment by industry: Agriculture (%) Male and Female,84.34,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
232,Eritrea,2010,Employment by industry: Industry (%) Male and Female,7.31,Estimate.,"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2019."
